Fiscal Year,HRSA Program Area,HHS Region,State/Territory,County and State,Cong. District,Program,Grant Num.,Grantee,DUNS Num.,Address,City,State,ZIP Code,County,Funding,As of Date (Close of Business Date),HRSA Data Warehouse Processing Date
2025,Maternal and Child Health,Region 8,Montana,Lewis and Clark,Montana District 02,Universal Newborn Hearing Screening and Intervention (H61),H61MC00053,STATE OF MT DEPT HEALTH AND HUMAN SERVICES,51659352,2401 Colonial Drive,Helena,MT,59601-4980,Lewis and Clark County,233128,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 6,New Mexico,Santa Fe,New Mexico District 03,Universal Newborn Hearing Screening and Intervention (H61),H61MC04397,State of New Mexico,808389274,1190 S Saint Francis Dr,Santa Fe,NM,87505-4173,Santa Fe County,235000,10/2/2025,10/2/2025
2025,Primary Health Care,Region 9,California,Orange,California District 47,Health Center Program (H80),H80CS00461,UNIVERSITY OF CALIFORNIA IRVINE,46705849,160 ALDRICH HALL,Irvine,CA,92697-0001,Orange County,2558055,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 5,Ohio,Franklin,Ohio District 03,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),D1JMC42475,OHIO SICKLE CELL & HEALTH ASSOC INC,847555984,"341 S 3rd St, Suite 200",Columbus,OH,43215-5463,Franklin County,249500,10/2/2025,10/2/2025
2025,Primary Health Care,Region 4,South Carolina,Richland,South Carolina District 06,State and Regional Primary Care Associations (U58),U58CS06828,"PRIMARY HEALTHCARE ASSOCIATION OF S.C., THE",194938023,3 Technology Cir,Columbia,SC,29203-9591,Richland County,1983089,10/2/2025,10/2/2025
2025,HIV/AIDS,Region 5,Michigan,Wayne,Michigan District 13,Ending the HIV Epidemic:  A Plan for America — Ryan White HIV/AIDS Program Parts A and B (UT8),UT8HA33931,CITY OF DETROIT-HEALTH DEPARTMENT,603005542,100 Mack Ave,Detroit,MI,48201-2416,Wayne County,2285917,10/2/2025,10/2/2025
2025,HIV/AIDS,Region 6,Texas,Travis,Texas District 35,Ending the HIV Epidemic:  A Plan for America — Ryan White HIV/AIDS Program Parts A and B (UT8),UT8HA33918,"Austin, City of",945607265,7201 Levander Loop,Austin,TX,78702-5102,Travis County,2000000,10/2/2025,10/2/2025
2025,Health Workforce,Region 4,Alabama,Mobile,Alabama District 02,Advanced Nursing Education- Nurse Practitioner Residency Fellowship Program (T59),T59HP49665,UNIVERSITY OF SOUTH ALABAMA,172750234,307 N University Blvd,Mobile,AL,36688-0002,Mobile County,520552,10/2/2025,10/2/2025
2025,Health Professions,Region 3,Pennsylvania,Lackawanna,Pennsylvania District 08,Affordable Care Act Teaching Health Center (THC) Graduate Medical Education (GME) Payment Program (T91),T91HP25793,THE WRIGHT CENTER FOR GRADUATE MEDICAL EDUCATION,786376525,"501 S Washington Ave, Suite 1000",Scranton,PA,18505-3805,Lackawanna County,1595936,10/2/2025,10/2/2025
2025,Primary Health Care,Region 8,Colorado,Denver,Colorado District 01,State and Regional Primary Care Associations (U58),U58CS06862,COLORADO COMMUNITY HEALTH NETWORK INC,121411573,"600 N Grant St, Ste 800",Denver,CO,80203-3528,Denver County,1604707,10/2/2025,10/2/2025
2025,Primary Health Care,Region 10,Oregon,Lane,Oregon District 04,Health Center Program (H80),H80CS00055,WHITE BIRD CLINIC,30806152,341 E 12th Ave,Eugene,OR,97401-3212,Lane County,1731927,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 5,Indiana,Marion,Indiana District 07,MCHB State Systems Development Initiative (H18),H18MC00017,INDIANA DEPARTMENT OF HEALTH,824799407,2 N Meridian St,Indianapolis,IN,46204-3021,Marion County,100000,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 4,Alabama,Montgomery,Alabama District 02,MCHB State Systems Development Initiative (H18),H18MC00001,ALABAMA DEPARTMENT OF HEALTH,613842061,201 Monroe St,Montgomery,AL,36104-3735,Montgomery County,100000,10/2/2025,10/2/2025
2025,Rural Health,Region 9,Arizona,Pima,Arizona District 07,Rural Health Network Development Planning Grant Program (P10),P10RH54823,UNIVERSITY OF ARIZONA,806345617,845 N Park Ave RM 538,Tucson,AZ,85719-4871,Pima County,100000,10/2/2025,10/2/2025
2025,HIV/AIDS,Region 9,California,Los Angeles,California District 42,Ryan White Part C Outpatient EIS Program (H76),H76HA00510,Dignity Health,120229166,1050 Linden Ave,Long Beach,CA,90813-3321,Los Angeles County,810312,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 10,Oregon,Multnomah,Oregon District 01,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73MC00034,OREGON HEALTH & SCIENCE UNIVERSITY,96997515,3181 SW Sam Jackson Park Rd,Portland,OR,97239-3042,Multnomah County,813000,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 9,California,Los Angeles,California District 30,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73MC00008,CHILDREN'S HOSPITAL LOS ANGELES,52277936,4650 West Sunset Boulevard,Los Angeles,CA,90027-6062,Los Angeles County,813000,10/2/2025,10/2/2025
2025,Health Workforce,Region 4,Georgia,Fulton,Georgia District 05,Primary Care Training and Enhancement-Community Prevention and Maternal Health (T34),T34HP42142,"THE MOREHOUSE SCHOOL OF MEDICINE, INC.",102005451,720 Westview Dr SW,Atlanta,GA,30310-1495,Fulton County,600000,10/2/2025,10/2/2025
2025,Rural Health,Region 7,Missouri,Phelps,Missouri District 08,Rural Communities Opioid Response Program-Overdose Response (G39),G39RH55200,THE ROLLA MISSION,P9KLFVLFJ,708 N Main St,Rolla,MO,65401-3023,Phelps County,300000,10/2/2025,10/2/2025
2025,Health Professions,Region 10,Washington,King,Washington District 07,Area Health Education Centers (AHEC) Program (U77),U77HP03022,UNIVERSITY OF WASHINGTON,605799469,4333 Brooklyn Ave NE,Seattle,WA,98195-1016,King County,822422,10/2/2025,10/2/2025
2025,Primary Health Care,Region 10,Oregon,Multnomah,Oregon District 03,Health Center Program (H80),H80CS24145,THE WALLACE MEDICAL CONCERN,180477309,18633 SE Stark St,Portland,OR,97233-5468,Multnomah County,3041982,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 4,Alabama,Jefferson,Alabama District 07,Leadership Education  in Adolescent Health (LEAH) (T71),T71MC24209,UNIVERSITY OF ALABAMA AT BIRMINGHAM,63690705,701 20th St S,Birmingham,AL,35233-2031,Jefferson County,489370,10/2/2025,10/2/2025
2025,Primary Health Care,Region 6,New Mexico,Santa Fe,New Mexico District 03,Health Center Program (H80),H80CS00205,PRESBYTERIAN MEDICAL SERVICES,73393761,1422 Paseo de Peralta,Santa Fe,NM,87501-4327,Santa Fe County,15364952,10/2/2025,10/2/2025
2025,Maternal and Child Health,Region 6,Louisiana,Orleans,Louisiana District 02,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3MC50374,"HEALTH, LOUISIANA DEPARTMENT OF",14740455,1450 Poydras St STE 1652,New Orleans,LA,70112-1227,Orleans Parish,750000,10/2/2025,10/2/2025
